hscode,statcode,classifyCnnm,hsname,ciqname
0207420000,0207420000999,冷冻鸭肉(整的或块的，不包括鸭胸、鸭腿),冻的整只鸭,冻的整只鸭
0207430000,0207430000101,鸭肝,鲜或冷的鸭肥肝,鲜或冷的鸭肥肝(鲜的)
0207430000,0207430000102,鸭肝,鲜或冷的鸭肥肝,鲜或冷的鸭肥肝(冷的)
0207440000,0207440000101,鲜鸭肉(整的或块的，不包括鸭胸、鸭腿),鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭肉)
0207440000,0207440000102,冰鲜鸭肉(整的或块的，不包括鸭胸、鸭腿),鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭肉)
0207440000,0207440000103,鸭胸,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭胸)
0207440000,0207440000104,鸭胸,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭胸)
0207440000,0207440000105,鸭爪,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭爪)
0207440000,0207440000106,鸭爪,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭爪)
0207440000,0207440000107,鸭翼(不包括翼尖),鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭翼，不包括翼尖)
0207440000,0207440000108,鸭翼(不包括翼尖),鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭翼，不包括翼尖)
0207440000,0207440000109,鸭翼(包括翼尖),鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭翼，包括翼尖)
0207440000,0207440000110,鸭翼(包括翼尖),鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭翼，包括翼尖)
0207440000,0207440000111,鸭翼翼尖,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭翼翼尖)
0207440000,0207440000112,鸭翼翼尖,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭翼翼尖)
0207440000,0207440000113,鸭翼尖,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭翼尖)
0207440000,0207440000114,鸭翼尖,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭翼尖)
0207440000,0207440000115,鸭腿,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭腿)
0207440000,0207440000116,鸭腿,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭腿)
0207440000,0207440000117,鸭颈,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭颈)
0207440000,0207440000118,鸭颈,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭颈)
0207440000,0207440000119,鸭肫、胃,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的鸭肫、胃)
0207440000,0207440000120,鸭肫、胃,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏鸭肫、胃)
0207440000,0207440000121,其他鸭肉及杂碎,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(鲜的其他鸭肉及杂碎)
0207440000,0207440000122,其他鸭肉及杂碎,鲜或冷的鸭块及食用杂碎(肥肝除外),鲜或冷的鸭块及食用杂碎(肥肝除外)(冷藏其他鸭肉及杂碎)
0207450000,0207450000101,冷冻鸭肉(整的或块的，不包括鸭胸、鸭腿),冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭肉)
0207450000,0207450000102,鸭胸,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭胸)
0207450000,0207450000103,鸭爪,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭爪)
0207450000,0207450000104,鸭翼(不包括翼尖),冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭翼，不包括翼尖)
0207450000,0207450000105,鸭翼(包括翼尖),冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭翼，包括翼尖)
0207450000,0207450000106,鸭翼翼尖,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭翼翼尖)
0207450000,0207450000107,鸭翼尖,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭翼尖)
0207450000,0207450000108,鸭腿,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭腿)
0207450000,0207450000109,鸭肝,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭肝)
0207450000,0207450000110,鸭颈,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭颈)
0207450000,0207450000111,鸭肫、胃,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(鸭肫、胃)
0207450000,0207450000112,其他鸭肉及杂碎,冻的鸭块及食用杂碎,冻的鸭块及食用杂碎(其他鸭肉及杂碎)
0207510000,0207510000101,鲜鹅肉,鲜或冷的整只鹅,鲜或冷的整只鹅(鲜的)
0207510000,0207510000102,冰鲜鹅肉,鲜或冷的整只鹅,鲜或冷的整只鹅(冷藏)
0207520000,0207520000999,冷冻鹅肉,冻的整只鹅,冻的整只鹅
0207530000,0207530000101,鹅肝,鲜或冷的鹅肥肝,鲜或冷的鹅肥肝(鲜的)
0207530000,0207530000102,鹅肝,鲜或冷的鹅肥肝,鲜或冷的鹅肥肝(冷藏)
0207540000,0207540000101,鲜鹅肉,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的鹅肉)
0207540000,0207540000102,冰鲜鹅肉,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏鹅肉)
0207540000,0207540000103,鹅胸,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的鹅胸)
0207540000,0207540000104,鹅胸,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏鹅胸)
0207540000,0207540000105,鹅爪,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的鹅爪)
0207540000,0207540000106,鹅爪,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏鹅爪)
0207540000,0207540000107,鹅翼(不包括翼尖),鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的鹅翼，不包括翼尖)
0207540000,0207540000108,鹅翼(不包括翼尖),鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏鹅翼，不包括翼尖)
0207540000,0207540000109,鹅翼(包括翼尖),鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的鹅翼，包括翼尖)
0207540000,0207540000110,鹅翼(包括翼尖),鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏鹅翼，包括翼尖)
0207540000,0207540000111,鹅翼翼尖,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的鹅翼翼尖)
0207540000,0207540000112,鹅翼翼尖,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏鹅翼翼尖)
0207540000,0207540000113,鹅腿,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的鹅腿)
0207540000,0207540000114,鹅腿,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏鹅腿)
0207540000,0207540000115,鹅颈,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的鹅颈)
0207540000,0207540000116,鹅颈,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏鹅颈)
0207540000,0207540000117,其它鹅肉及杂碎,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(鲜的其他鹅肉及杂碎)
0207540000,0207540000118,其它鹅肉及杂碎,鲜或冷的鹅块及食用杂碎(肥肝除外),鲜或冷的鹅块及食用杂碎(肥肝除外)(冷藏其他鹅肉及杂碎)
0207550000,0207550000101,冷冻鹅肉,冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅肉)
0207550000,0207550000102,鹅胸,冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅胸)
0207550000,0207550000103,鹅爪,冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅爪)
0207550000,0207550000104,鹅翼(不包括翼尖),冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅翼，不包括翼尖)
0207550000,0207550000105,鹅翼(包括翼尖),冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅鹅翼，包括翼尖)
0207550000,0207550000106,鹅翼翼尖,冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅翼翼尖)
0207550000,0207550000107,鹅腿,冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅腿)
0207550000,0207550000108,鹅肝,冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅肝)
0207550000,0207550000109,鹅颈,冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏鹅颈)
0207550000,0207550000110,其它鹅肉及杂碎,冻的鹅块及食用杂碎,冻的鹅块及食用杂碎(冻藏其它鹅肉及杂碎)
0207600000,0207600000101,未列出的饲养禽鸟肉脏及杂碎,鲜、冷、冻的整只珍珠鸡、珍珠鸡块及食用杂碎,鲜、冷、冻的整只珍珠鸡、珍珠鸡块及食用杂碎(鲜的，饲养的)
0207600000,0207600000102,未列出的饲养禽鸟肉脏及杂碎,鲜、冷、冻的整只珍珠鸡、珍珠鸡块及食用杂碎,鲜、冷、冻的整只珍珠鸡、珍珠鸡块及食用杂碎(冷藏，饲养的)
0207600000,0207600000103,未列出的饲养禽鸟肉脏及杂碎,鲜、冷、冻的整只珍珠鸡、珍珠鸡块及食用杂碎,鲜、冷、冻的整只珍珠鸡、珍珠鸡块及食用杂碎(冻藏，饲养的)
0208101000,0208101000101,兔肉,鲜或冷的家兔肉(不包括兔头),鲜或冷的家兔肉(不包括兔头)(鲜的家兔肉)
0208101000,0208101000102,兔肉,鲜或冷的家兔肉(不包括兔头),鲜或冷的家兔肉(不包括兔头)(冷藏家兔肉)
0208102000,0208102000999,兔肉,冻家兔肉(不包括兔头),冻家兔肉(不包括兔头)
0208109010,0208109010101,野兔肉,鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头),鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头)(鲜的野兔肉)
0208109010,0208109010102,野兔肉,鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头),鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头)(冷藏野兔肉)
0208109010,0208109010103,野兔肉,鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头),鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头)(冻藏野兔肉)
0208109010,0208109010104,未列出的其他动物肉脏及杂碎,鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头),鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头)(鲜的野兔杂碎)
0208109010,0208109010105,未列出的其他动物肉脏及杂碎,鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头),鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头)(冷藏野兔杂碎)
0208109010,0208109010106,未列出的其他动物肉脏及杂碎,鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头),鲜、冷或冻的濒危野兔肉及其食用杂碎(不包括兔头)(冻藏野兔杂碎)
0208109090,0208109090101,未列出的其他动物肉脏及杂碎,鲜、冷或冻家兔食用杂碎,鲜、冷或冻家兔食用杂碎(鲜的)
0208109090,0208109090102,未列出的其他动物肉脏及杂碎,鲜、冷或冻家兔食用杂碎,鲜、冷或冻家兔食用杂碎(冷藏)
0208109090,0208109090103,未列出的其他动物肉脏及杂碎,鲜、冷或冻家兔食用杂碎,鲜、冷或冻家兔食用杂碎(冻藏)
0208300000,0208300000101,未列出的其他动物肉脏及杂碎,鲜、冷或冻的灵长目动物肉及食用杂碎,鲜、冷或冻的灵长目动物肉及食用杂碎(鲜的)
0208300000,0208300000102,未列出的其他动物肉脏及杂碎,鲜、冷或冻的灵长目动物肉及食用杂碎,鲜、冷或冻的灵长目动物肉及食用杂碎(冷藏)
0208300000,0208300000103,未列出的其他动物肉脏及杂碎,鲜、冷或冻的灵长目动物肉及食用杂碎,鲜、冷或冻的灵长目动物肉及食用杂碎(冻藏)
0208400000,0208400000101,野生鲜或冷海洋哺乳类动物,鲜、冷或冻的鲸、海豚及鼠海豚（鲸目哺乳动物）的；鲜、冷或冻的海牛及儒艮（海牛目哺乳动物）的；鲜、冷或冻的海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎(鲜、冷或冻的鲸、海豚、鼠海豚、海牛、儒艮、海豹、海狮及海象的肉及食用杂碎),鲜、冷或冻的鲸、海豚及鼠海豚(鲸目哺乳动物)的；鲜、冷或冻的海牛及儒艮(海牛目哺乳动物)的；鲜、冷或冻的海豹、海狮及海象(鳍足亚目哺乳动物)的肉及食用杂碎(鲜、冷或冻的鲸、海豚、鼠海豚、海牛、儒艮、海豹、海狮及海象的肉及食用杂碎)(鲜、冷的)
0208400000,0208400000102,野生冷冻海洋哺乳类动物,鲜、冷或冻的鲸、海豚及鼠海豚（鲸目哺乳动物）的；鲜、冷或冻的海牛及儒艮（海牛目哺乳动物）的；鲜、冷或冻的海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎(鲜、冷或冻的鲸、海豚、鼠海豚、海牛、儒艮、海豹、海狮及海象的肉及食用杂碎),鲜、冷或冻的鲸、海豚及鼠海豚(鲸目哺乳动物)的；鲜、冷或冻的海牛及儒艮(海牛目哺乳动物)的；鲜、冷或冻的海豹、海狮及海象(鳍足亚目哺乳动物)的肉及食用杂碎(鲜、冷或冻的鲸、海豚、鼠海豚、海牛、儒艮、海豹、海狮及海象的肉及食用杂碎)(冻的)
0208500000,0208500000101,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(鲜的蛇肉)
0208500000,0208500000102,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冷藏蛇肉)
0208500000,0208500000103,养殖冷冻爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冻藏蛇肉)
0208500000,0208500000104,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(鲜的鳄鱼肉)
0208500000,0208500000105,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冷藏鳄鱼肉)
0208500000,0208500000106,养殖冷冻爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冻藏鳄鱼肉)
0208500000,0208500000107,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(鲜的龟肉)
0208500000,0208500000108,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冷藏龟肉)
0208500000,0208500000109,养殖冷冻爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冻藏龟肉)
0208500000,0208500000110,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(鲜的甲鱼肉)
0208500000,0208500000111,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冷藏甲鱼肉)
0208500000,0208500000112,养殖冷冻爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冻藏甲鱼肉)
0208500000,0208500000113,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(鲜的其他饲养爬行动物肉及食用杂碎)
0208500000,0208500000114,养殖鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冷藏其他饲养爬行动物肉及食用杂碎)
0208500000,0208500000115,养殖冷冻爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冻藏其他饲养爬行动物肉及食用杂碎)
0208500000,0208500000116,野生鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(鲜的其他野生爬行动物肉及食用杂碎)
0208500000,0208500000117,野生鲜或冷爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冷藏其他野生爬行动物肉及食用杂碎)
0208500000,0208500000118,野生冷冻爬行动物,鲜、冷或冻的爬行动物肉及食用杂碎,鲜、冷或冻的爬行动物肉及食用杂碎(冻藏其他野生爬行动物肉及食用杂碎)
0208600010,0208600010101,未列出的其他动物肉脏及杂碎,鲜、冷或冻的濒危野生骆驼及其他濒危野生骆驼科动物的肉及食用杂碎,鲜、冷或冻的濒危野生骆驼及其他濒危野生骆驼科动物的肉及食用杂碎(鲜的)
0208600010,0208600010102,未列出的其他动物肉脏及杂碎,鲜、冷或冻的濒危野生骆驼及其他濒危野生骆驼科动物的肉及食用杂碎,鲜、冷或冻的濒危野生骆驼及其他濒危野生骆驼科动物的肉及食用杂碎(冷藏)
0208600010,0208600010103,未列出的其他动物肉脏及杂碎,鲜、冷或冻的濒危野生骆驼及其他濒危野生骆驼科动物的肉及食用杂碎,鲜、冷或冻的濒危野生骆驼及其他濒危野生骆驼科动物的肉及食用杂碎(冻藏)
0208600090,0208600090101,未列出的其他动物肉脏及杂碎,其他鲜、冷或冻骆驼及其他骆驼科动物的肉及食用杂碎,其他鲜、冷或冻骆驼及其他骆驼科动物的肉及食用杂碎(鲜的)
0208600090,0208600090102,未列出的其他动物肉脏及杂碎,其他鲜、冷或冻骆驼及其他骆驼科动物的肉及食用杂碎,其他鲜、冷或冻骆驼及其他骆驼科动物的肉及食用杂碎(冷藏)
0208600090,0208600090103,未列出的其他动物肉脏及杂碎,其他鲜、冷或冻骆驼及其他骆驼科动物的肉及食用杂碎,其他鲜、冷或冻骆驼及其他骆驼科动物的肉及食用杂碎(冻藏)
0208901000,0208901000101,鲜鸽肉,鲜、冷或冻的乳鸽肉及其杂碎,鲜、冷或冻的乳鸽肉及其杂碎(鲜的乳鸽肉)
0208901000,0208901000102,冰鲜鸽肉,鲜、冷或冻的乳鸽肉及其杂碎,鲜、冷或冻的乳鸽肉及其杂碎(冷藏的乳鸽肉)
0208901000,0208901000103,冷冻鸽肉,鲜、冷或冻的乳鸽肉及其杂碎,鲜、冷或冻的乳鸽肉及其杂碎(冻藏的乳鸽肉)
0208901000,0208901000104,鸽杂碎,鲜、冷或冻的乳鸽肉及其杂碎,鲜、冷或冻的乳鸽肉及其杂碎(鸽杂碎)
0208901000,0208901000105,其它鸽肉及杂碎,鲜、冷或冻的乳鸽肉及其杂碎,鲜、冷或冻的乳鸽肉及其杂碎(其它鸽肉及杂碎)
0208909010,0208909010101,未列出的野生奇蹄动物肉脏及杂碎,其他鲜、冷或冻的濒危野生动物肉,其他鲜、冷或冻的濒危野生动物肉(未列出的鲜的野生奇蹄动物肉)
0208909010,0208909010102,未列出的野生奇蹄动物肉脏及杂碎,其他鲜、冷或冻的濒危野生动物肉,其他鲜、冷或冻的濒危野生动物肉(未列出的冷藏野生奇蹄动物肉)
